"sep=,"
Folder Name,Quantity,Trade Quantity,Card Name,Set Code,Set Name,Card Number,Rarity,Condition,Printing,Language,Price Bought,Date Bought,LOW,MID,MARKET
all,1,0,Evilswarm Bahamut,HA07,Hidden Arsenal 7 Knight Of Stars,HA07-EN024,ScR,NearMint,1st Edition,English,1.68,2022-01-08,0.59,1.51,1.11
all,1,0,Evilswarm Ophion,HA07,Hidden Arsenal 7 Knight Of Stars,HA07-EN064,ScR,NearMint,1st Edition,English,2.07,2022-01-08,1.86,4.62,3.13
all,1,0,Evilswarm Ouroboros,PGL3,Premium Gold: Infinite Gold,PGL3-EN072,GUR,NearMint,1st Edition,English,0.80,2022-01-08,0.19,0.56,0.53
all,1,0,Evolzar Dolkka,MGED,Maximum Gold: El Dorado,MGED-EN029,PGR,NearMint,1st Edition,English,0.74,2022-03-22,0.25,0.71,0.57
all,1,0,Evolzar Dolkka,CT09,Collectible Tin 2012,CT09-EN001,ScR,NearMint,Limited,English,1.56,2022-01-08,0.50,0.99,0.91
all,1,0,Evolzar Laggia,MGED,Maximum Gold: El Dorado,MGED-EN028,PGR,NearMint,1st Edition,English,0.78,2022-03-22,0.20,0.66,0.43
all,1,0,Evolzar Laggia,DUSA,Duelist Saga,DUSA-EN088,UR,NearMint,1st Edition,English,4.39,2022-01-08,0.55,1.60,1.57
all,1,0,Evolzar Lars,DUNE,Duelist Nexus,DUNE-EN043,QCScR,NearMint,1st Edition,English,33.03,2023-10-21,29.50,37.43,34.14
all,1,0,Evolzar Solda,ORCS,Order of Chaos,ORCS-EN045,UR,NearMint,Unlimited,English,2.28,2022-01-08,0.55,1.19,1.19
all,1,0,Exodia the Forbidden One,YGLD,"Yugi'S Legendary Decks",YGLD-ENA17,UR,NearMint,Unlimited,English,2.65,2022-01-08,3.08,5.16,4.90
all,1,0,"Exodia, the Legendary Defender",TN19,2019 Gold Sarcophagus Tin,TN19-EN003,PScR,NearMint,Limited,English,0.65,2022-01-08,0.68,1.15,1.10
all,1,0,Exploder Dragonwing,RGBT,Raging Battle,RGBT-EN040,UR,NearMint,Unlimited,English,3.52,2022-01-08,8.28,10.65,8.28
all,1,0,Fallen of Albaz,MP21,2021 Tin Of Ancient Battles,MP21-EN107,UR,NearMint,1st Edition,English,1.16,2022-01-08,0.10,0.45,0.32
all,1,0,Fallen of Albaz,RA01,25Th Anniversary Rarity Collection,RA01-EN021,PlScR,NearMint,1st Edition,English,3.39,2024-12-02,3.44,4.65,3.79
all,1,0,Fantastical Dragon Phantazmay,MAGO,Maximum Gold,MAGO-EN018,PGR,NearMint,1st Edition,English,3.39,2022-01-08,0.04,0.54,0.50
all,1,0,Felgrand Dragon,SDRL,Rise Of The Dragon Lords Structure Deck,SDRL-EN001,UR,NearMint,1st Edition,English,0.79,2022-01-08,0.15,0.69,0.48
all,1,0,Firewall Dragon,TN23,25Th Anniversary Tin: Dueling Heroes,TN23-EN008,QCScR,NearMint,Limited,English,0.77,2023-10-21,0.99,3.50,2.73
all,1,0,Firewall Dragon,COTD,Code of the Duelist,COTD-EN043,ScR,NearMint,Unlimited,English,3.98,2022-03-05,3.45,7.46,6.34
all,1,0,Firewall Dragon Darkfluid,CHIM,Chaos Impact,CHIM-EN037,ScR,NearMint,1st Edition,English,1.10,2022-03-05,0.99,1.98,1.26
all,1,0,Firewall Dragon Darkfluid - Neo Tempest Terahertz,MAZE,Maze Of Memories,MAZE-EN028,UR,NearMint,1st Edition,English,5.77,2023-09-21,0.90,2.00,1.58
all,1,0,Firewall Dragon Singularity,CYAC,Cyberstorm Access,CYAC-EN047,StR,NearMint,1st Edition,English,158.09,2023-05-18,13.95,21.49,20.34
all,1,0,Firewall Dragon Singularity,CYAC,Cyberstorm Access,CYAC-EN047,StR,NearMint,1st Edition,English,61.19,2023-09-26,13.95,21.49,20.34
all,1,0,Firewall eXceed Dragon,MP20,2020 Tin Of Lost Memories,MP20-EN067,SR,NearMint,1st Edition,English,0.23,2022-01-24,0.03,0.26,0.26
all,1,0,Five-Headed Dragon,BLHR,"Battles of Legend: Hero's Revenge",BLHR-EN000,ScR,NearMint,1st Edition,English,5.63,2022-01-08,4.73,9.00,9.03
all,1,0,Five-Headed Dragon,SD09,"Structure Deck Dinosaur's Rage",SD09-ENSS1,UR,NearMint,Limited,English,3.17,2022-01-08,1.50,2.89,2.70
all,1,0,Five-Headed Link Dragon,DUOV,Duel Overload,DUOV-EN007,UR,NearMint,1st Edition,English,1.76,2022-01-24,0.69,1.48,1.50
all,1,0,Flash Charge Dragon,BLRR,Battles of Legend: Relentless Revenge,BLRR-EN045,ScR,NearMint,1st Edition,English,1.92,2022-03-05,0.50,1.11,1.06
all,1,0,Fossil Dragon Skullgar,BLAR,Battles Of Legend: Armageddon,BLAR-EN010,ScR,NearMint,1st Edition,English,0.58,2022-01-08,0.10,0.50,0.34
all,1,0,Fossil Dragon Skullgios,BLAR,Battles Of Legend: Armageddon,BLAR-EN009,ScR,NearMint,1st Edition,English,0.73,2022-01-08,0.15,0.48,0.37
all,1,0,Frost and Flame Dragon,TAEV,Tactical Evolution,TAEV-EN033,ScR,NearMint,1st Edition,English,34.64,2023-01-25,64.68,222.50,38.12
all,1,0,"Gaia Dragon, the Thunder Charger",BLLR,"Battles of Legend: Light's Revenge",BLLR-EN065,UR,NearMint,1st Edition,English,1.67,2023-05-06,0.25,1.04,0.75
all,1,0,Gaia the Dragon Champion,LOB,Legend of Blue Eyes White Dragon,LOB-125,ScR,NearMint,Unlimited,English,6.40,2023-01-25,8.55,12.95,12.93
all,2,0,Gaia the Dragon Champion,LOB,Legend of Blue Eyes White Dragon,LOB-125,ScR,NearMint,Unlimited,English,5.53,2022-01-08,8.55,12.95,12.93
all,1,0,Gaia the Dragon Champion,MAGO,Maximum Gold,MAGO-EN025,PGR,NearMint,1st Edition,English,0.51,2022-01-08,0.25,0.75,0.67
all,2,0,Gaia the Magical Knight of Dragons,MP21,2021 Tin Of Ancient Battles,MP21-EN124,PScR,NearMint,1st Edition,English,0.31,2022-01-08,0.20,0.74,0.56
all,1,0,Gaiarmor Dragonshell,MP22,"2022 Tin Of The Pharaoh's Gods",MP22-EN147,UR,NearMint,1st Edition,English,0.12,2023-01-25,0.01,0.25,0.18
all,1,0,Galaxy Photon Dragon,PHHY,Photon Hypernova,PHHY-EN044,ScR,NearMint,1st Edition,English,2.45,2023-05-06,2.00,3.26,2.86
all,1,0,Galaxy Photon Dragon,MP24,25Th Anniversary Tin: Dueling Mirrors,MP24-EN070,PScR,NearMint,1st Edition,English,0.60,2024-12-02,1.95,2.99,2.89
all,1,0,Galaxy Serpent,JOTL,Judgment of the Light,JOTL-EN000,SR,NearMint,Unlimited,English,0.81,2022-01-08,0.19,0.77,0.78
all,1,0,Galaxy Stealth Dragon,DLCS,Dragons Of Legend: The Complete Series,DLCS-EN126(P),UR,NearMint,1st Edition,English,0.55,2022-01-08,0.22,0.49,0.42
all,1,0,Galaxy Stealth Dragon,DLCS,Dragons Of Legend: The Complete Series,DLCS-EN126(G),UR,NearMint,1st Edition,English,0.38,2022-01-08,0.19,0.47,0.36
all,1,0,Galaxy Stealth Dragon,DLCS,Dragons Of Legend: The Complete Series,DLCS-EN126(B),UR,NearMint,1st Edition,English,0.38,2022-01-08,0.25,0.50,0.35
all,1,0,Galaxy-Eyes Afterglow Dragon,LDS2,Legendary Duelists: Season 2,LDS2-EN052,ScR,NearMint,1st Edition,English,10.92,2022-03-07,0.47,1.50,1.40
all,1,0,Galaxy-Eyes Afterglow Dragon,MAMA,Magnificent Mavens,MAMA-EN057,UR,NearMint,1st Edition,English,0.52,2023-01-25,0.10,0.25,0.25
all,1,0,Galaxy-Eyes Cipher Blade Dragon,JUMP,Shonen Jump Magazine,JUMP-EN081,UR,NearMint,Limited,English,2.06,2022-01-08,4.99,8.02,6.04
all,1,0,Galaxy-Eyes Cipher Dragon,DLCS,Dragons Of Legend: The Complete Series,DLCS-EN125,UR,NearMint,1st Edition,English,5.93,2023-10-21,2.25,4.69,4.80
all,1,0,Galaxy-Eyes Cipher X Dragon,GFTP,Ghosts From The Past,GFTP-EN011,UR,NearMint,1st Edition,English,1.87,2022-01-08,0.95,5.50,5.26
all,2,0,Galaxy-Eyes Full Armor Photon Dragon,DUPO,Duel Power,DUPO-EN063,UR,NearMint,1st Edition,English,0.94,2022-01-08,0.14,0.49,0.29
all,1,0,Galaxy-Eyes Photon Dragon,TN23,25Th Anniversary Tin: Dueling Heroes,TN23-EN012,QCScR,NearMint,Limited,English,2.08,2023-10-21,0.99,2.19,2.02
all,1,0,Galaxy-Eyes Photon Dragon,PHSW,Photon Shockwave,PHSW-EN011,GR,NearMint,1st Edition,English,155.09,2023-10-21,47.00,56.00,143.67
all,1,0,Galaxy-Eyes Photon Dragon,PHSW,Photon Shockwave,PHSW-EN011,UtR,NearMint,1st Edition,English,66.15,2022-01-08,33.37,41.09,44.49
all,1,0,Galaxy-Eyes Solflare Dragon,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN188,PScR,NearMint,Unlimited,English,1.21,2022-01-24,1.00,1.94,1.80
all,1,0,Gandora the Dragon of Destruction,CT07,Collectible Tin 2010,CT07-EN020,SR,NearMint,Limited,English,0.52,2022-01-08,0.40,0.72,0.73
all,1,0,Gandora-G the Dragon of Destruction,LEDE,Legacy Of Destruction,LEDE-EN001,ScR,NearMint,1st Edition,English,5.57,2024-12-02,3.43,5.84,6.32
all,1,0,Gandora-X the Dragon of Demolition,MVP1G,The Dark Side of Dimensions Movie Pack Gold Edition,MVP1-ENG49,GUR,NearMint,Unlimited,English,0.26,2022-03-22,0.24,0.50,0.23
all,1,0,Gandora-X the Dragon of Demolition,MVP1S,The Dark Side of Dimensions Movie Pack: Secret Edition,MVP1-ENS49,ScR,NearMint,,English,0.00,2022-01-08,,,
all,1,0,Genesis Dragon,JUMP,Shonen Jump Magazine,JUMP-EN034,UR,NearMint,Limited,English,17.52,2024-12-02,14.52,29.41,17.75
all,1,0,"Ghost Wyvern, the Underworld Dragon",BLMR,Battles Of Legend: Monstrous Revenge,BLMR-EN025,UR,NearMint,,English,0.00,2025-03-17,,,
all,1,0,"Gizmek Okami, the Dreaded Deluge Dragon",ROTD,Rise Of The Duelist,ROTD-EN032,UR,NearMint,1st Edition,English,0.95,2022-01-08,0.10,0.45,0.35
all,1,0,"Gizmek Okami, the Dreaded Deluge Dragon",ROTD,Rise Of The Duelist,ROTD-EN032,UR,NearMint,1st Edition,English,0.69,2023-04-30,0.10,0.45,0.35
all,1,0,Golden Cloud Beast - Malong,CYAC,Cyberstorm Access,CYAC-EN082,C,NearMint,1st Edition,English,0.23,2024-12-02,0.14,0.55,0.54
all,1,0,Golem Dragon,JUMP,Shonen Jump Magazine,JUMP-EN040,UR,NearMint,Limited,English,2.08,2022-03-05,0.79,1.25,1.10
all,1,0,Googly-Eyes Drum Dragon,MP14,2014 Mega-Tins Mega Pack,MP14-EN098,C,NearMint,1st Edition,English,0.24,2025-03-13,0.05,0.25,0.18
all,1,0,Granguignol the Dusk Dragon,BLTR,Battles Of Legend: Terminal Revenge,BLTR-EN087,ScR,NearMint,1st Edition,English,2.76,2024-12-02,4.20,10.00,8.18
all,1,0,"Grapha, Dragon Overlord of Dark World",SR13,Structure Deck: Dark World,SR13-EN041,UR,NearMint,1st Edition,English,0.41,2024-11-04,0.20,0.47,0.48
all,1,0,"Grapha, Dragon Overlord of Dark World",SR13,Structure Deck: Dark World,SR13-EN041,UR,NearMint,1st Edition,English,0.34,2024-12-02,0.20,0.47,0.48
all,1,0,Greedy Venom Fusion Dragon,FUEN,Fusion Enforcers,FUEN-EN010,ScR,NearMint,1st Edition,English,3.22,2022-01-08,2.69,4.31,4.09
all,1,0,Guardragon Elpy,MP20,2020 Tin Of Lost Memories,MP20-EN021,PScR,NearMint,1st Edition,English,0.85,2022-03-05,0.09,0.66,0.40
all,1,0,Guardragon Pisty,SAST,Savage Strike,SAST-EN052,SR,NearMint,Unlimited,English,0.80,2022-01-24,0.50,1.64,0.98
all,1,0,"Gungnir, Dragon of the Ice Barrier",HA03,Hidden Arsenal 3,HA03-EN030,ScR,NearMint,1st Edition,English,5.12,2022-01-08,2.50,4.53,3.24
all,1,0,"Hamon, Lord of Striking Thunder",MP21,2021 Tin Of Ancient Battles,MP21-EN253,PScR,NearMint,1st Edition,English,1.02,2022-03-05,0.25,0.99,0.52
all,1,0,"Hamon, Lord of Striking Thunder",MP21,2021 Tin Of Ancient Battles,MP21-EN253,PScR,NearMint,1st Edition,English,1.09,2022-01-08,0.25,0.99,0.52
all,1,0,Hardened Armed Dragon,RGBT,Raging Battle,RGBT-EN083,ScR,NearMint,Unlimited,English,7.30,2022-03-05,7.18,8.45,6.00
all,1,0,"Harpie's Pet Baby Dragon",EOJ,Enemy of Justice,EOJ-EN013,UtR,NearMint,1st Edition,English,64.04,2023-09-27,36.41,65.98,47.23
all,3,0,"Harpie's Pet Dragon",LDS2,Legendary Duelists: Season 2,LDS2-EN066,UR,NearMint,1st Edition,English,0.92,2022-01-08,1.35,2.50,1.87
all,1,0,"Harpie's Pet Dragon - Fearsome Fire Blast",LDS3,Legendary Duelists: Season 3,LDS3-EN138,ScR,NearMint,Limited,English,2.04,2023-05-06,0.99,2.19,2.17
all,1,0,"Harpie's Pet Phantasmal Dragon",MAGO,Maximum Gold,MAGO-EN132,R,NearMint,1st Edition,English,0.36,2022-03-05,0.25,0.52,0.55
all,1,0,"Harpie's Pet Phantasmal Dragon",MAGO,Maximum Gold,MAGO-EN132,R,NearMint,1st Edition,English,0.43,2022-01-08,0.25,0.52,0.55
all,1,0,Heart of the Blue-Eyes,ROTA,Rage Of The Abyss,ROTA-EN004,ScR,NearMint,,English,9.84,2024-11-03,,,
all,1,0,Heavenly Zephyr - Miradora,BLVO,Blazing Vortex,BLVO-EN029,ScR,NearMint,1st Edition,English,2.95,2022-03-05,0.94,2.55,1.53
all,1,0,Heraldic Beast Aberconway,BLMM,Battles of Legend: Monster Mayhem,BLMM-EN114,UR,NearMint,1st Edition,English,0.09,2026-01-19,0.01,0.20,0.14
all,1,0,Hibernation Dragon,BLRR,Battles of Legend: Relentless Revenge,BLRR-EN041,ScR,NearMint,1st Edition,English,1.27,2022-01-08,0.09,0.50,0.33
all,1,0,Hieratic Dragon King of Atum,GAOV,Galactic Overlord,GAOV-EN047,SR,NearMint,1st Edition,English,3.65,2022-01-08,2.95,5.11,4.87
all,2,0,Hieratic Dragon of Eset,GFTP,Ghosts From The Past,GFTP-EN049,UR,NearMint,1st Edition,English,0.33,2022-01-08,0.10,0.40,0.28
all,1,0,Hieratic Dragon of Sutekh,GAOV,Galactic Overlord,GAOV-EN025,UtR,NearMint,1st Edition,English,8.09,2022-01-08,2.00,4.04,3.47
all,1,0,Hieratic Dragon of Tefnuit,DUPO,Duel Power,DUPO-EN080,UR,NearMint,1st Edition,English,0.26,2022-01-08,0.05,0.30,0.28
all,1,0,Hieratic Seal of the Heavenly Spheres,GFTP,Ghosts From The Past,GFTP-EN053,UR,NearMint,1st Edition,English,7.20,2022-03-05,0.15,0.50,0.47
all,2,0,Hieratic Sky Dragon Overlord of Heliopolis,GFTP,Ghosts From The Past,GFTP-EN004,UR,NearMint,1st Edition,English,0.95,2022-01-08,1.00,2.08,1.65
all,1,0,Hieratic Sun Dragon Overlord of Heliopolis,CT09,Collectible Tin 2012,CT09-EN004,ScR,NearMint,Limited,English,0.83,2022-01-08,0.91,1.30,1.45
all,1,0,Horus the Black Flame Deity,PHNI,Phantom Nightmare,PHNI-EN018,QCScR,NearMint,1st Edition,English,16.86,2024-12-02,10.50,14.68,14.74
all,1,0,Horus the Black Flame Dragon LV4,SOD,Soul of the Duelist,SOD-EN006,UtR,NearMint,Unlimited,English,29.05,2023-10-21,21.00,34.45,34.14
all,1,0,Horus the Black Flame Dragon LV6,SOD,Soul of the Duelist,SOD-EN007,UtR,NearMint,Unlimited,English,42.76,2023-10-21,33.00,48.87,41.79
all,1,0,Horus the Black Flame Dragon LV8,EEN,Elemental Energy,EEN-ENSE1,ScR,NearMint,Limited,English,7.09,2022-03-05,5.96,7.99,8.92
all,1,0,Hot Red Dragon Archfiend,YF06,"5D's volume 6 Promotional Card",YF06-EN001,UR,NearMint,Limited,English,6.38,2022-01-08,1.99,3.72,2.15
all,1,0,Hot Red Dragon Archfiend Abyss,DUPO,Duel Power,DUPO-EN057,UR,NearMint,1st Edition,English,1.37,2022-01-08,0.48,1.25,1.24
all,1,0,Hot Red Dragon Archfiend Bane,HSRD,High-Speed Riders,HSRD-EN042,ScR,NearMint,,English,0.00,2022-01-08,,,
all,1,0,Hot Red Dragon Archfiend King Calamity,SHVI,Shining Victories,SHVI-EN097,UR,NearMint,Unlimited,English,0.97,2022-01-08,0.27,0.98,0.86
all,1,0,House Dragonmaid,MAGO,Maximum Gold,MAGO-EN027,PGR,NearMint,1st Edition,English,1.73,2022-01-08,0.15,0.85,0.72
all,1,0,Hundred Dragon,DLCS,Dragons Of Legend: The Complete Series,DLCS-EN146,ScR,NearMint,Limited,English,1.96,2022-01-08,2.95,5.25,3.58
all,1,0,Hundred Dragon,DLCS,Dragons Of Legend: The Complete Series,DLCS-EN146,ScR,NearMint,Limited,English,1.48,2022-03-07,2.95,5.25,3.58
all,1,0,Hundred Eyes Dragon,JUMP,Shonen Jump Magazine,JUMP-EN039,UR,NearMint,Limited,English,3.01,2022-01-08,1.25,4.00,3.33
all,3,0,Hyozanryu,GFTP,Ghosts From The Past,GFTP-EN071,UR,NearMint,1st Edition,English,0.24,2022-01-08,0.01,0.31,0.27
all,1,0,"Ignister Prominence, the Blasting Dracoslayer",CORE,Clash of Rebellions,CORE-EN050,UR,NearMint,1st Edition,English,1.89,2022-03-05,0.30,1.63,0.86
all,1,0,Illusion of Chaos,MP23,25Th Anniversary Tin: Dueling Heroes Mega Pack,MP23-EN017,PScR,NearMint,1st Edition,English,3.25,2023-09-27,0.70,1.41,1.23
all,1,0,Imduk the World Chalice Dragon,BLRR,Battles of Legend: Relentless Revenge,BLRR-EN086,UR,NearMint,1st Edition,English,2.82,2022-03-05,1.00,2.81,2.78
all,1,0,Immortal Dragon,DIFO,Dimension Force,DIFO-EN041,SR,NearMint,1st Edition,English,0.25,2024-12-02,0.10,0.38,0.25
all,1,0,Indigo-Eyes Silver Dragon,SDWD,Structure Deck: Blue-Eyes White Destiny,SDWD-EN032,UR,NearMint,1st Edition,English,0.24,2025-03-17,0.15,0.31,0.25
all,1,0,Infernal Dragon,DP04,Duelist Pack - Zane Truesdale,DP04-EN010,UR,NearMint,1st Edition,English,8.34,2023-09-27,120.00,245.52,15.01
all,1,0,Infernity Doom Dragon,TSHD,The Shining Darkness,TSHD-EN042,UtR,NearMint,Unlimited,English,25.65,2022-07-17,23.00,88.46,20.06
all,1,0,Invoked Cocytus,FUEN,Fusion Enforcers,FUEN-EN029,ScR,NearMint,1st Edition,English,1.26,2022-01-08,0.69,1.21,1.06
all,1,0,Iron Chain Dragon,CSOC,Crossroads of Chaos,CSOC-EN040,R,NearMint,Unlimited,English,5.06,2022-01-08,5.95,7.99,7.25
all,1,0,Iron Dragon Tiamaton,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN016,PScR,NearMint,Unlimited,English,0.45,2022-03-22,0.25,0.88,0.25
all,1,0,Iron Dragon Tiamaton,MP19,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN016,PScR,NearMint,Unlimited,English,0.49,2022-01-08,0.25,0.88,0.25
all,1,0,Jormungardr the Nordic Serpent,LC05,"Legendary Collection 5D's",LC05-EN001,UR,NearMint,Limited,English,0.22,2023-09-14,0.05,0.38,0.28
all,1,0,Judgment Dragon,BLLR,"Battles of Legend: Light's Revenge",BLLR-EN041,UR,NearMint,1st Edition,English,1.54,2025-03-17,0.54,2.26,1.88
all,2,0,"Judgment, the Dragon of Heaven",BLAR,Battles Of Legend: Armageddon,BLAR-EN049,ScR,NearMint,1st Edition,English,0.85,2022-01-08,0.95,1.47,1.21
all,1,0,"Judgment, the Dragon of Heaven",JUMP,Shonen Jump Magazine,JUMP-EN089,UR,NearMint,Limited,English,1.35,2023-01-25,1.00,2.49,1.77
all,1,0,Jupiter the Power Patron of Destruction,DOOD,Doom Of Dimensions,DOOD-EN044,UR,NearMint,1st Edition,English,0.42,2026-01-19,1.00,3.25,2.06
all,1,0,Kachi Kochi Dragon,YZ01,Yu-Gi-Oh! ZEXAL volume 1 Promotional Card,YZ01-EN001,UR,NearMint,Limited,English,1.44,2022-03-05,0.85,4.39,4.02
all,1,0,Kaiser Glider,DR1,Dark Revelation 1,DR1-EN213,UR,NearMint,Unlimited,English,3.36,2023-09-27,1.20,2.44,1.55
all,1,0,Kaiser Glider,DR1,Dark Revelation 1,DR1-EN213,UR,NearMint,Unlimited,English,3.36,2023-09-26,1.20,2.44,1.55
all,1,0,Kaiser Glider - Golden Burst,LDS3,Legendary Duelists: Season 3,LDS3-EN136,ScR,NearMint,Limited,English,0.47,2023-01-25,0.15,0.49,0.24
all,1,0,Kaiser Glider - Golden Burst,LDS3,Legendary Duelists: Season 3,LDS3-EN136,ScR,NearMint,Limited,English,0.35,2023-04-26,0.15,0.49,0.24
all,1,0,Keeper of Dragon Magic,CT15,2018 Mega-Tins,CT15-EN004,UR,NearMint,Limited,English,1.91,2022-01-08,0.10,0.50,0.35
all,1,0,King Dragun,DUOV,Duel Overload,DUOV-EN077,UR,NearMint,1st Edition,English,0.39,2022-01-08,0.50,1.24,1.05
all,1,0,Kitchen Dragonmaid,MYFI,Mystic Fighters,MYFI-EN018,ScR,NearMint,1st Edition,English,23.01,2024-11-04,12.99,19.00,19.12
all,1,0,Kitchen Dragonmaid,MAGO,Maximum Gold,MAGO-EN022,PGR,NearMint,1st Edition,English,6.40,2024-12-02,3.56,6.88,3.70
all,1,0,"Knight Armed Dragon, the Armored Knight Dragon",INFO,The Infinite Forbidden,INFO-EN012,C,NearMint,1st Edition,English,0.11,2026-01-19,0.01,0.17,0.16
all,1,0,"Koa'ki Meiru Drago",BLAR,Battles Of Legend: Armageddon,BLAR-EN059,UR,NearMint,1st Edition,English,0.23,2022-01-08,0.95,1.87,1.56
all,1,0,"Koa'ki Meiru Maximus",SOVR,Stardust Overdrive,SOVR-EN081,UR,NearMint,Unlimited,English,0.88,2022-01-08,0.80,1.27,1.46
all,1,0,Krystal Dragon,MVP1S,The Dark Side of Dimensions Movie Pack: Secret Edition,MVP1-ENSV2,UR,NearMint,Limited,English,0.21,2022-01-08,0.10,0.25,0.25
all,1,0,Kuibelt the Blade Dragon,DUNE,Duelist Nexus,DUNE-EN083,C,NearMint,1st Edition,English,0.13,2024-12-02,0.01,0.21,0.20
all,1,0,"Lady's Dragonmaid",BLMM,Battles of Legend: Monster Mayhem,BLMM-EN049,UR,NearMint,1st Edition,English,3.85,2026-01-19,3.00,5.74,5.39
all,1,0,"Lancea, Ancestral Dragon of the Ice Mountain",BLTR,Battles Of Legend: Terminal Revenge,BLTR-EN005,ScR,NearMint,1st Edition,English,9.34,2024-11-03,0.99,4.41,4.41
all,1,0,Laundry Dragonmaid,MAGO,Maximum Gold,MAGO-EN021,PGR,NearMint,1st Edition,English,1.33,2023-05-06,0.18,0.78,0.58
all,1,0,Lavalval Dragon,HA05,Hidden Arsenal 5 Steelswarm Invasion,HA05-EN022,ScR,NearMint,1st Edition,English,0.93,2022-01-08,0.12,0.69,0.39
all,1,0,Lavalval Dragun,HA06,Hidden Arsenal 6 Omega Xyz,HA06-EN048,ScR,NearMint,1st Edition,English,0.44,2023-09-14,0.23,0.55,0.51
all,1,0,Lavalval Salamander,GFTP,Ghosts From The Past,GFTP-EN003,UR,NearMint,1st Edition,English,0.23,2022-01-08,0.04,0.40,0.33
all,1,0,"Lector Pendulum, the Dracoverlord",SHVI,Shining Victories,SHVI-EN023,UR,NearMint,Unlimited,English,0.21,2022-01-24,0.08,0.47,0.42
all,1,0,Left Arm of the Forbidden One,YGLD,"Yugi'S Legendary Decks",YGLD-ENA21,UR,NearMint,Unlimited,English,2.22,2022-01-08,3.80,5.03,4.78
all,1,0,Left Leg of the Forbidden One,YGLD,"Yugi'S Legendary Decks",YGLD-ENA19,UR,NearMint,Unlimited,English,2.64,2022-01-08,3.99,5.83,5.11
all,1,0,Legendary Dragon of White,WSUP,World Superstars,WSUP-EN051,PScR,NearMint,1st Edition,English,32.74,2023-09-14,59.93,92.50,41.40
all,1,0,Legendary Magician of Dark,WSUP,World Superstars,WSUP-EN052,PScR,NearMint,1st Edition,English,25.32,2023-09-27,26.03,50.35,29.59
all,1,0,Life Stream Dragon,EXVC,Extreme Victory,EXVC-EN038,UtR,NearMint,,English,15.62,2023-10-21,,,
all,1,0,Light and Darkness Dragon,YG01,Yu-Gi-Oh! GX volume 1 Promotional Card,YG01-EN001,ScR,NearMint,Limited,English,68.44,2023-04-29,40.00,69.80,36.59
all,1,0,Light and Darkness Dragon,YG01,Yu-Gi-Oh! GX volume 1 Promotional Card,YG01-EN001,ScR,NearMint,Limited,English,56.21,2023-01-25,40.00,69.80,36.59
all,1,0,Light and Darkness Dragon,STOR,Storm Of Ragnarok,STOR-ENSE1,SR,NearMint,Limited,English,1.44,2022-01-08,,,
all,1,0,Light and Darkness Dragonlord,INFO,The Infinite Forbidden,INFO-EN034,QCScR,NearMint,1st Edition,English,34.93,2024-12-02,7.92,12.41,9.49
all,1,0,Light Dragon @Ignister,IGAS,Ignition Assault,IGAS-EN044,SR,NearMint,1st Edition,English,0.30,2022-01-08,0.19,0.50,0.43
all,1,0,Light End Dragon,LCGX,Legendary Collection 2 The Duel Academy Years Mega Pack,LCGX-EN189,UR,NearMint,1st Edition,English,0.93,2022-01-08,0.98,2.50,2.26
all,1,0,Light End Sublimation Dragon,INFO,The Infinite Forbidden,INFO-EN010,C,NearMint,1st Edition,English,0.14,2026-01-19,0.01,0.17,0.16
all,1,0,Lightpulsar Dragon,PGLD,Premium Gold,PGLD-EN039,GUR,NearMint,1st Edition,English,0.93,2022-01-08,0.32,0.69,0.52
all,1,0,Lightstorm Dragon,SUDA,Supreme Darkness,SUDA-EN043,C,NearMint,1st Edition,English,0.17,2025-03-13,0.05,0.33,0.35
all,1,0,Lightsworn Dragonling,LEDE,Legacy Of Destruction,LEDE-EN023,UR,NearMint,1st Edition,English,7.23,2024-11-03,1.90,2.92,2.68
all,1,0,"Loki, Lord of the Aesir",STOR,Storm Of Ragnarok,STOR-EN039,UtR,NearMint,1st Edition,English,23.00,2023-01-25,15.10,26.50,21.90
all,1,0,Lord of the Red,DRL2,Dragons of Legend 2,DRL2-EN016,ScR,NearMint,1st Edition,English,1.47,2022-01-08,0.62,1.10,0.72
all,1,0,Lubellion the Searing Dragon,SDAZ,Structure Deck: Albaz Strike,SDAZ-EN042,UR,NearMint,1st Edition,English,0.37,2022-07-17,0.01,0.30,0.17
all,1,0,Luster Dragon,MFC,"Magician's Force",MFC-058,UR,NearMint,Unlimited,English,6.01,2023-09-14,14.82,30.14,14.11
all,1,0,"Luster Pendulum, the Dracoslayer",ANGU,Ancient Guardians,ANGU-EN045,R,NearMint,1st Edition,English,0.16,2023-09-27,0.01,0.25,0.14
all,1,0,"Ma'at",PRC1,Premium Collection Tin,PRC1-EN017,ScR,NearMint,1st Edition,English,0.58,2022-07-17,0.10,0.70,0.60
all,1,0,Magician of Black Chaos,YGLD,"Yugi'S Legendary Decks",YGLD-ENC01,UR,NearMint,1st Edition,English,0.96,2022-01-08,3.74,5.83,5.76
all,1,0,Magician of Black Chaos,YGLD,"Yugi'S Legendary Decks",YGLD-ENC01,UR,NearMint,Unlimited,English,1.19,2022-01-08,3.00,5.40,5.17
